"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2087","test_sideoverlap_simple_plates_li1_m1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-09-22","passed","2026-09-22","","rcx25_CC_sky130A_test","",""
"","2","test_lengths_become_exact_grid_integers","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DReaderTest","reader_test","",""
"","10","test_long_records_wrap_and_read_back_identically","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DWriterTest","writer_test","",""
"","431","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests","2026-09-22","passed","2026-09-22","","rcx25_test","",""
"","3","test_dielectrics_come_out_in_ascending_depth","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","2077","test_sidewall_100um_x_100um_distance_200nm_li1","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-09-22","passed","2026-09-22","","rcx25_CC_sky130A_test","",""
"","1","test_a_sliver_of_shared_area","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DGeometryTest","geometry_test","",""
"","14","test_resolve_writes_a_scene","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DCLITest","pex25d_cli_test","",""
"","2","test_e0107_wrong_header","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DReaderTest","reader_test","",""
"","3","test_a_via_between_abutting_layers_is_not_an_error","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","368","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests","2026-09-22","passed","2026-09-22","","rcx25_test","",""
"","2","test_the_reader_refuses_a_duplicate","Unit Tests","2026-09-22","passed","2026-09-22","Test","tech_info_test","",""
"","3","test_e0201_unknown_profile","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","5","test_round_trip_preserves_the_message","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DWriterTest","writer_test","",""
"","2","test_conductors_carry_their_geometry_grouped_by_layer","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","3","test_an_unknown_suffix_is_accepted","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DReaderTest","reader_test","",""
"","2","test_w0269_coefficients_with_no_reference_temperature","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","3","test_terminal_clipping_preserves_a_polygon_hole","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","3","test_geometry_bounds_ignore_laterally_unbounded_materials","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","1","test_render_enum_help__default__strenum","Unit Tests","2026-09-22","passed","2026-09-22","Test","argparse_helpers_test","",""
"","477","test_mom_cap__blackboxed","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-09-22","passed","2026-09-22","","rcx25_CC_sky130A_test","",""
"","2144","test_contact_1x1_minsize_mcon","kpex/2.5D Extraction Tests [PDK sky130A | mode R]","2026-09-22","passed","2026-09-22","","rcx25_R_sky130A_test","",""
"","3","test_a_simple_band_spans_bottom_to_bottom","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","4","test_e0261_two_films_at_the_same_depth_on_one_root","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","3","test_e0279_geometry_on_a_layer_the_scene_has_not_got","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","3","test_a_terminal_resolves_to_its_intersection","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","360","test_single_plate_100um_x_100um_li1_over_substrate","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-09-22","passed","2026-09-22","","rcx25_CC_sky130A_test","",""
"","3","test_e0276_a_terminal_on_a_layer_the_conductor_does_not_use","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","3","test_e0268_two_resistance_records_for_one_profile","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","2086","test_sideoverlap_shielding_simple_plates_li1_m1_m2","kpex/2.5D Extraction Tests [PDK sky130A | mode CC]","2026-09-22","passed","2026-09-22","","rcx25_CC_sky130A_test","",""
"","0","test_a_hole_that_leaves_a_concave_outer_and_comes_back","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DGeometryTest","geometry_test","",""
"","1","test_write_csv","Unit Tests","2026-09-22","passed","2026-09-22","Test","capacitance_matrix_test","",""
"","0","test_binary_formats_are_flagged","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DArtifactTest","artifact_test","",""
"","0","test_klayout_box_to_pb__with_properties","Unit Tests","2026-09-22","passed","2026-09-22","ShapesConverterTest","shapes_pb2_converter_test","",""
"","0","test_env_with_custom_variables","Unit Tests","2026-09-22","passed","2026-09-22","Test","env_test","",""
"","0","test_env_has_defaults","Unit Tests","2026-09-22","passed","2026-09-22","Test","env_test","",""
"","0","test_summarize_overlap","Unit Tests","2026-09-22","passed","2026-09-22","CellExtractionResultsTest","extraction_results_test","",""
"","1","test_overlapping_and_disjoint_boxes","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DGeometryTest","geometry_test","",""
"","18","test_pin_on_a_bent_wire_resolves","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DBuilderTerminalTest","pex25d_builder_test","",""
"","3","test_e0305_a_self_intersecting_ring","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","3","test_e0267_a_terminal_declared_twice","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DValidatorTest","validator_test","",""
"","2","test_magic_reports_its_patch_level_as_a_revision","Unit Tests","2026-09-22","passed","2026-09-22","Test","tool_version_constraints_test","",""
"","16","test_pin_uses_its_label_not_the_whole_pin_polygon","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DBuilderTerminalTest","pex25d_builder_test","",""
"","4","test_a_hole_is_not_part_of_the_polygon","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DGeometryTest","geometry_test","",""
"","2","test_e0242_a_terminal_that_selects_nothing","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
"","3","test_a_terminal_in_a_polygon_hole_selects_nothing","Unit Tests","2026-09-22","passed","2026-09-22","Pex25DResolverTest","resolver_test","",""
